iter	Logloss
706	0.1185832776
707	0.1185078834
708	0.1184689157
709	0.1184075559
710	0.1183941486
711	0.1183738899
712	0.1183366607
713	0.1183202405
714	0.1182659477
715	0.1182153538
716	0.1181665151
717	0.118095507
718	0.1180422383
719	0.1179680795
720	0.1179536894
721	0.1179149461
722	0.1178910133
723	0.1178683574
724	0.1178497352
725	0.1178036796
726	0.1177320221
727	0.1176728367
728	0.1176520921
729	0.1176298641
730	0.1176009875
731	0.1175994441
732	0.1175855316
733	0.1175311218
734	0.1175102522
735	0.1174446451
736	0.1174323211
737	0.1173896286
738	0.1173525844
739	0.1173510605
740	0.1172973134
741	0.1172805555
742	0.117264341
743	0.1172292865
744	0.1171941601
745	0.1171426416
746	0.1170708265
747	0.1170269139
748	0.1169966766
749	0.1169429153
750	0.1169215117
751	0.1168988656
752	0.1168552958
753	0.1168144041
754	0.1167449904
755	0.1166820036
756	0.116650806
757	0.1165935579
758	0.116530608
759	0.1164929022
760	0.1164561992
761	0.1164147856
762	0.1163758017
763	0.1163252381
764	0.1162414953
765	0.1162233772
766	0.116196845
767	0.116166309
768	0.116129791
769	0.1160762988
770	0.1160564903
771	0.1160118897
772	0.1159920514
773	0.1159087237
774	0.1158961059
775	0.1158649203
776	0.1158076182
777	0.1157955209
778	0.115744321
779	0.1157056787
780	0.1156378239
781	0.1156106862
782	0.1156018389
783	0.1155592801
784	0.1155192901
785	0.1154134124
786	0.1153568064
787	0.1153118515
788	0.1152700779
789	0.1152455005
790	0.115158949
791	0.1150698758
792	0.1150350422
793	0.1149877023
794	0.1149307937
795	0.1148993606
796	0.1148397572
797	0.1147688317
798	0.1147519826
799	0.1147436718
800	0.1147195424
801	0.1146527593
802	0.114624034
803	0.114612095
804	0.1145609648
805	0.1145155312
806	0.1144374324
807	0.1144224296
808	0.1143705794
809	0.1143542082
810	0.1143007784
811	0.114282339
812	0.1142332688
813	0.1141937844
814	0.1141771134
815	0.1141286641
816	0.1140324866
817	0.1139861243
818	0.1139435377
819	0.1139323027
820	0.1138892578
821	0.1137989642
822	0.1137596857
823	0.1137511575
824	0.1136951016
825	0.1136705556
826	0.1136337969
827	0.113552341
828	0.1135269388
829	0.1135065498
830	0.1134749263
831	0.1134541496
832	0.1133924698
833	0.1133015283
834	0.1132822363
835	0.1132360198
836	0.1131968236
837	0.1131780773
838	0.1131437658
839	0.1130904498
840	0.1130633966
841	0.1130204612
842	0.1129776981
843	0.1129610881
844	0.1129325357
845	0.1129084448
846	0.1128660298
847	0.1127296825
848	0.1126945966
849	0.1126762662
850	0.1126464124
851	0.1126299959
852	0.1125859097
853	0.1125544633
854	0.1125260202
855	0.1124585583
856	0.1124476773
857	0.1124330062
858	0.1123537721
859	0.1123217041
860	0.1122883569
861	0.1122659196
862	0.112250422
863	0.1122252638
864	0.1122037021
865	0.1121200069
866	0.1121060858
867	0.1120820218
868	0.1120645293
869	0.1120291996
870	0.1119985754
871	0.1119571682
872	0.1118763212
873	0.1117791458
874	0.1117718781
875	0.1117461114
876	0.1116632105
877	0.1116008689
878	0.1115710742
879	0.11155235
880	0.1114688669
881	0.1114027517
882	0.1113877083
883	0.1113339214
884	0.111304191
885	0.1112509196
886	0.1112318664
887	0.1112124025
888	0.1111789358
889	0.1111651791
890	0.1111324062
891	0.1110556823
892	0.1109690642
893	0.1109545238
894	0.1108777443
895	0.1108620478
896	0.1108222031
897	0.1107715224
898	0.1107245329
899	0.1107030451
900	0.1106220416
901	0.1105680224
902	0.1105465794
903	0.1105229687
904	0.1104852396
905	0.1104691357
906	0.110434135
907	0.1104121116
908	0.1103699919
909	0.1103513481
910	0.1103202684
911	0.1102536222
912	0.1102240114
913	0.1101434323
914	0.1101000376
915	0.1100744755
916	0.1099629326
917	0.1099181612
918	0.1098999942
919	0.1098840584
920	0.1098579905
921	0.1098192718
922	0.1097981126
923	0.1097457382
924	0.1097211244
925	0.1096580826
926	0.1096425397
927	0.1095754487
928	0.1095504949
929	0.109527412
930	0.1095144789
931	0.1094926871
932	0.1094770763
933	0.1094062777
934	0.1093549851
935	0.1093100233
936	0.1092845325
937	0.10924116
938	0.1092263986
939	0.1091935573
940	0.1091656664
941	0.1091431278
942	0.1091417092
943	0.1091201551
944	0.1090580946
945	0.1090432112
946	0.1089908941
947	0.1089791142
948	0.1089058835
949	0.1088690869
950	0.1088281788
951	0.1088040611
952	0.1087826386
953	0.1087634755
954	0.1087038103
955	0.1086696292
956	0.1085977507
957	0.1085708256
958	0.1084850861
959	0.1084227837
960	0.1083699826
961	0.1083357633
962	0.1083131514
963	0.1082932794
964	0.108226177
965	0.1081906279
966	0.1081371598
967	0.108107674
968	0.1080957873
969	0.1080481302
970	0.1080188777
971	0.1079968591
972	0.1079713053
973	0.1079488904
974	0.1078896968
975	0.1078634942
976	0.1078292164
977	0.1078018949
978	0.1077847086
979	0.1077514166
980	0.1077095469
981	0.1076907837
982	0.1076711458
983	0.1076532687
984	0.1076263461
985	0.1075921304
986	0.1075649988
987	0.107489141
988	0.1073735381
989	0.1072822377
990	0.1072649076
991	0.1072594041
992	0.107195622
993	0.1071731074
994	0.10712661
995	0.1071006395
996	0.1070847243
997	0.1070733715
998	0.1070183815
999	0.1069940874
